,provider_id,npi_list,tin,tin_type
59,664731,[1427049964],956142366,ein
60,135144,[0],621323090,ein
61,295487,"[0, 1114214632, 1497872915, 1770835514, 1861885600, 1376758128]",271934626,ein
62,625658,[1528012978],680561196,ein
63,208595,[1740315233],042197449,ein
64,396995,"[1194741462, 1902982358, 1942298153]",941668344,ein
65,756332,[1245753748],822162490,ein
66,354187,[1750495669],571224937,ein
67,617289,"[1225542087, 1457621997]",204331679,ein
68,371189,[1215588553],833697312,ein
69,23234,[1760487987],951934652,ein
70,739123,"[1073686127, 1932424389]",800562045,ein
71,177347,"[1407886138, 1447269303, 1740215219, 1174571871]",941461843,ein
72,337943,"[0, 1710453105, 1275009789, 1396212411, 1619444866, 1528535838, 1710453238, 1275122822, 1346717519, 1043786429, 1437628476, 1851868012, 1366919540, 1356817746, 1336616507, 1992272173, 1780151951, 1295201705, 1912473307, 1982749065, 1346717550, 1053888255, 1689140097, 1982171146, 1467597385, 1629112362, 1760958151, 1639646862, 1811463375, 1881160471, 1144797317, 1730645789, 1386110757, 1336615913, 1811463227, 1851867428, 1487120879, 1154898310, 1548607773, 1487121653, 1558838847, 1477020766, 1811463201, 1104393354, 1003383316, 1508335548, 1992261986, 1649729930, 1295291243, 1003480336, 1922572668, 1801362363, 1932676053, 1255807665, 1255807657, 1356814123, 1942776505, 1770627697, 1114061470, 1861969024, 1174099584, 1801363106, 1043787211, 1821565037]",770469725,ein
73,246885,[1033127824],000000000,ein
74,355952,[0],261293673,ein
75,237472,[1053637470],000000000,ein
76,774124,[1366519407],000000000,ein
77,146392,[0],940760193,ein
78,179167,[1487778049],000000000,ein
79,375750,[1376686378],000000000,ein
80,692744,[1871886366],274803222,ein
81,625909,[1346320710],000000000,ein
82,628328,"[0, 1619315744]",481283527,ein
83,238792,[1497941595],261072946,ein
84,749301,[1780768416],330629983,ein
85,32620,"[1902318231, 1962788794, 1063924397, 1578173944, 1003337783]",463256528,ein
86,482513,[1205195716],454651695,ein
87,658907,[1659609113],201779352,ein
88,219686,[1073742185],270519715,ein
89,510843,[1902469471],834260731,ein
90,418057,[0],833972614,ein
91,493386,[0],421626317,ein
92,144348,[1992190565],473386308,ein
93,382236,[1841605292],464814221,ein
94,87451,"[0, 1699791897]",472716755,ein
95,603832,[1598139891],464417320,ein
96,201107,[1801994447],900242474,ein
97,605403,"[1811929359, 1740447945]",262583397,ein
98,327043,[1972692754],911867256,ein
99,738427,[1023668688],833282215,ein
100,132259,[1043607385],473243486,ein
101,692225,[1376766147],204778505,ein
102,113691,"[1174880579, 1952870008]",832378441,ein
103,215250,"[1235374372, 1164534400]",203206715,ein
104,643539,[1710158498],330748075,ein
105,382807,[1013935857],000000000,ein
106,710092,[1669104519],872723354,ein
107,415819,"[1487110433, 1902095961, 1689141798, 1992271415, 1932491685, 1568939791, 1164611174, 1720555907, 1275000432, 1851867246, 1184190597, 1285071241, 1922297985, 1619444882, 1982893988, 1851868020, 1194292409, 1174090476, 1992271399, 1114494325, 1336615731, 1174090336, 1033350665, 1801362496, 1669948055, 1750858874, 1447726831, 1184298416, 1992271381, 1952877516, 1245707413, 1295202463, 1790252955, 1235603978, 1902373202, 1013194455, 1982171153, 1376010546, 1942776315, 1649746157, 1649747817, 1114323243, 1811186869, 1235737701, 1861683252, 1568651578, 1902372394, 1356817811, 1548737794, 1447727623, 1073089447, 1952877367, 1417424680, 1316414626, 1811186851, 1164998571, 1437625837, 1346717592, 1033685698, 1083181390, 1801363072, 1538358510, 1932534609, 1396211801, 1023207065, 1922575216, 1548737703, 1649746108, 1700352176, 1083180665, 1366919573, 1659848067, 1811464084, 1407323660, 1689141855, 1346839990, 1205392297, 1861969032, 1770050932, 1598232761, 1023585148]",260656668,ein
108,3363,[1134638083],821359315,ein
109,240704,[0],952704875,ein
110,682305,"[1972503142, 1649562315]",941450151,ein
111,49260,"[1740675867, 1518519933]",842194115,ein
112,300792,[1841397700],223878611,ein
113,557098,[1952312043],941294954,ein
114,5455,[1043632938],300804393,ein
115,248287,[0],541756398,ein
116,366308,[1902993140],421538308,ein
117,104734,"[1760576243, 1285726372, 1922193051, 1114235512, 1750599247, 1003928524, 1275636755, 1740535715, 1992216220, 1457685190, 1093142796, 1891179164, 1982797833, 1679806517, 1558545111, 1447752316, 1649386616, 1497106694, 1962886333, 1326123852, 1235242983, 1144544883, 1093809022, 1083138242, 1083877591, 1699119883, 1558457002, 1639588320, 1386923761, 1578893889, 1801205505, 1538591722, 1306239876, 1942740907, 1659475085, 1467547935, 1336473024, 1477063782, 1922468602, 1023100047, 1831293265, 1528160611, 1962942326, 1659484319, 1184716011, 1366546699, 1871746537, 1598093627, 1922100973, 1629575006, 1821513235, 1346332350, 1588768816, 1861813370, 1417032947, 1235636515, 1629405592, 1043641020, 1194922930, 1801341904, 1639209786, 1881021582, 1689981482, 1861600355, 1114029311, 1710070644, 1184148488, 1467555300, 1124114848, 1952419582, 1235240706, 1497952238, 1346623204, 1932394368, 1871612705, 1750589156, 1033565486, 1740422922, 1205948759, 1013011675, 1700017647, 1710158126, 1417303736, 1407129885, 1770883407, 1689112682, 1578826962, 1134212434, 1689043556, 1104235803, 1659738151, 1871696708, 1144312059, 1760805931, 1992132708, 1629181383, 1346334943, 1306933510, 1588927057, 1528417276, 1619497583, 1770911588, 1487756870, 1902909831, 1992216147, 1609977115, 1225108459, 1669555058, 1639271745, 1881968345, 1952895633, 1922240100, 1700980117, 1790923845, 1821191792, 1922102672, 1508064999, 1558688226, 1558474221, 1740608181, 1104928456, 1386746303, 1992890321, 1669842076, 1386094977, 1871872689, 1417060179, 1972991164, 1619154341, 1639262363, 1609323203, 1982875423, 1922279330, 1396828786, 1013001049, 1568604742, 1851742050, 1053690867, 1295829117, 1942313606, 1346353018, 1336448737, 1609885375, 1487937512, 1215299383, 1114936622, 1902991375, 1063966729, 1770685158, 1699827261, 1942400171, 1285736397, 1144412487, 1629416557, 1518157064, 1598153785, 1710025366, 1316041486, 1639725112, 1770952715, 1144572850, 1164526307, 1528565900, 1942563416, 1609989219, 1033213442, 1487959342, 1023101797, 1700063435, 1538590740, 1982706057, 1881796993, 1568617173, 1942649447, 1568566990, 1851714026, 1699877092, 1770930745, 1598774002, 1992989552, 1285736223, 1578719142, 1831587476, 1932308202, 1689777534, 1255518981, 1467861161, 1801307269, 1427396340, 1205281334, 1043312077, 1699946160, 1194829523, 1417055633, 1275646945, 1144596438, 1093817025, 1548620214, 1366553737]",561390087,ein
118,344417,"[1407813660, 1518067586]",951115230,ein
119,486106,"[1437585775, 1013332337]",261305666,ein
120,301020,[1821576216],330986642,ein
121,598286,"[1457321317, 1669442059]",956003843,ein
122,584318,[1427311174],454904064,ein
123,385407,[1497154090],465656891,ein
124,476866,[0],201105993,ein
125,615282,"[1548703085, 1659568319]",814562565,ein
126,656130,[1235199894],000000000,ein
127,641204,[1861972325],821410017,ein
128,301819,[1447586649],270678956,ein
129,131907,[1053322909],953693122,ein
130,764489,[1184916496],954749616,ein
131,430841,"[0, 1861850778, 1265923437]",946138701,ein
132,225357,[1679504690],202829660,ein
133,555846,[1154425478],237154996,ein
134,99583,[1174686331],821458077,ein
135,329992,[1114005816],873063308,ein
136,253003,[1104902725],954538269,ein
137,417009,[1912318015],474593864,ein
138,136944,[1194252759],821464475,ein
139,697551,"[1790219764, 1639693211, 1053811224, 1871085985, 1821449638, 1619494044, 1417347030, 1518181296, 1518390558]",822079025,ein
140,564148,"[0, 1508854423]",940760193,ein
141,431105,[1750712667],462485729,ein
142,230225,[0],941080917,ein
143,702858,[1295883973],770529514,ein
144,421681,"[1235593237, 1336470772]",271655973,ein
145,522771,[1144343138],680088713,ein
146,360595,[1053708495],473298731,ein
147,571615,[1275047912],823231420,ein
148,34531,[1215357744],463429509,ein
149,225606,"[1740403419, 1194167650]",351097674,ein
150,710189,"[1194319814, 1073809455]",371749452,ein
151,219224,[1720060593],954872342,ein
152,302386,[1265536494],942765667,ein
153,417447,[1780862896],261720971,ein
154,429235,[1104051077],680434185,ein
155,760706,"[1093168569, 1982091013, 1063898781, 1902207111, 1396085361, 1750647087, 1518262757, 1295918563]",770562654,ein
156,133853,[1588936074],452743915,ein
157,19968,"[1083098990, 1912241142]",817282022,ein
158,530778,[1447485156],263896933,ein
159,434928,"[1194122952, 1518468420, 1619217718, 1265859813, 1760998561, 1679990345, 1518393339, 1457873689]",263992147,ein
160,15431,[0],450954509,ein
161,372464,[0],330943156,ein
162,212457,[1750434833],954212285,ein
163,190553,"[0, 1689077893, 1851774897]",233090765,ein
164,546822,[1336200245],943255845,ein
165,473543,"[1982023719, 1225458433, 1184854804, 1912141300, 1740354356, 1417070822, 1730443573, 1225334097, 1538405865, 1285674366, 1609939818, 1780688069, 1114970076, 1790927572, 1104136803, 1902943681, 1851523955, 1760636864, 1871794404, 1518255751, 1326433525, 1811285901, 1154579498, 1952492571, 1598028227]",453206217,ein
166,268064,"[1487110433, 1457540452, 1902095961, 1689141798, 1992271415, 1932491685, 1568939791, 1164611174, 1720555907, 1275000432, 1851867246, 1184190597, 1285071241, 1922297985, 1619444882, 1982893988, 1851868020, 1194292409, 1174090476, 1992271399, 1114494325, 1336615731, 1174090336, 1033350665, 1801362496, 1669948055, 1750858874, 1659551695, 1447726831, 1184298416, 1992271381, 1952877516, 1245707413, 1295202463, 1790252955, 1235603978, 1902373202, 1013194455, 1982171153, 1376010546, 1942776315, 1649746157, 1649747817, 1114323243, 1811186869, 1235737701, 1861683252, 1568651578, 1902372394, 1356817811, 1548737794, 1447727623, 1073089447, 1952877367, 1588847073, 1194196345, 1417424680, 1316414626, 1811186851, 1164998571, 1437625837, 1346717592, 1033685698, 1083181390, 1801363072, 1538358510, 1932534609, 1396211801, 1023207065, 1922575216, 1548737703, 1649746108, 1700352176, 1083180665, 1366919573, 1659848067, 1811464084, 1407323660, 1689141855, 1346839990, 1205392297, 1861969032, 1770050932, 1598232761, 1023585148]",260656668,ein
167,700046,[1669651675],954641453,ein
168,116628,"[1194145342, 1376833061, 1124317961]",954719630,ein
169,446439,"[1578804506, 1447481924, 1528070679, 1205102035, 1528378130, 1669706123, 1740501170, 1245550888, 1962747873, 1396739678, 1740533660, 1861626335, 1275997223, 1003174368, 1437169307, 1831115799, 1245210368, 1508840919, 1568690873, 1952496218, 1083727267, 1568496198, 1932499472, 1669799110, 1013987890, 1356643480, 1407078298, 1205853850, 1306080924, 1609168814, 1366636862, 1689937393, 1740239607, 1043471741, 1336431097, 1780601203, 1447237151, 1346413598, 1609835412, 1902204423, 1528172657, 1134195696, 1447482666, 1366612228, 1184145120, 1750449955, 1952518425, 1700322849, 1164535571, 1922293224, 1154854230, 1962572925, 1609930866, 1316122104, 1720436736, 1699748830, 1275510422, 1316988652, 1891997011, 1548603350, 1306293824, 1619288859, 1396900320, 1356873541, 1003929712, 1578919098, 1659962454, 1912958893, 1619052586, 1356615025, 1619985215, 1487823902, 1073760435, 1285954578, 1760898381, 1346534138, 1093799306, 1669408571, 1114019544, 1003076621, 1598990475, 1235355751, 1083816284, 1629187539, 1699861146, 1275675613, 1861569568, 1558609214, 1245205475, 1396057832, 1831347657, 1487896908, 1942593322, 1740477017, 1144391376, 1003471657, 1386668366, 1164493441, 1215965322, 1225053168, 1851879316, 1548791718, 1548399538]",202132803,ein
170,613934,[1568905321],814510759,ein
171,52655,"[0, 1972147916, 1326349630, 1467117523, 1821696592, 1407468416, 1568587160, 1629629845, 1205426657, 1669759486, 1588842330, 1386300168]",860736917,ein
172,6719,"[1285981472, 1053487090, 1861057382, 1619235710, 1558616201]",770436776,ein
173,479099,[1265765556],270943328,ein
174,178948,"[1174960090, 1861502007, 1952546103, 1104852532]",461995424,ein
175,681198,[1518119346],260796957,ein
176,67091,[1932258415],202837412,ein
177,67459,[0],233003463,ein
178,330803,"[1497404248, 1922354349]",330245579,ein
179,27364,[1912262114],000000000,ein
180,513917,[1053391169],621555410,ein
181,245416,[1366438954],371259462,ein
182,426590,[0],951506150,ein
183,58387,"[1659563369, 1184689663, 1932163532, 1194940015, 1700084381, 1245650951, 1518280726, 1548224629, 1770058349]",330144422,ein
184,523359,[1861402935],330737312,ein
185,82010,[1538168950],953275679,ein
186,353721,[0],571111621,ein
187,193496,"[1659437291, 1255497814, 1891061123, 1871645846, 1194119461, 1235283755]",942191240,ein
188,404298,[1538546239],473337059,ein
189,709142,[1114035144],000000000,ein
190,97361,"[1720518798, 1497893788, 1720396690, 1548718612, 1073569554]",330754057,ein
191,60274,"[1720056781, 1700960267]",942988520,ein
192,295234,"[1316488349, 1326407172, 1326428434]",820603746,ein
193,11954,"[1861036204, 1831733260, 1275177602, 1346884772, 1962046458, 1992349336, 1487760211, 1720622160]",841993683,ein
194,694061,[1972693307],942603682,ein
195,655209,[1316431273],811357741,ein
196,489241,"[0, 1649699844]",464657848,ein
197,310061,"[1154843175, 1275029324, 1871069500, 1245618784]",821352248,ein
198,79821,[1609023340],000000000,ein
199,274374,"[1841410164, 1679570386, 1336116284]",010798324,ein
200,504298,[1760599260],000000000,ein
201,334642,[1558746750],473999171,ein
202,201302,[1811952351],364497451,ein
203,481846,[1609181601],463244695,ein
204,91480,[1518959162],000000000,ein
205,564996,[1952410615],000000000,ein
206,672600,"[1356847966, 1609322734, 1003366477, 1073014775, 1053835603, 1720212749, 1871037952, 1053885913, 1447841093, 1912573429, 1386917409, 1831693472, 1831556281, 1215477856, 1194274365, 1801331277, 1013139963, 1487126074, 1275065955, 1295105708, 1124572698, 1508256710, 1023399391, 1891054615, 1285108027, 1235683715, 1538435607, 1497108377, 1316448210, 1427546803, 1508271552, 1477204907, 1154852093, 1750744694, 1558801092, 1558021360, 1861030082, 1760870596, 1770086704, 1275051468, 1225536063, 1801153903, 1851783658, 1174092365, 1083050421, 1700221207, 1689175788, 1265710131, 1144741240, 1154704278, 1548843287, 1558839597, 1366981680, 1609117092, 1477166916, 1871197020, 1477093599, 1639576416, 1619493848, 1720511470, 1902154115, 1366959645, 1497368104, 1346859949, 1780084855, 1003356478, 1629599824, 1487231700, 1275093361, 1356874002, 1457838864, 1609479450, 1922500578, 1134460520, 1770028151, 1154807980, 1790259661, 1598007239, 1568821627, 1992136774, 1598219065, 1528648417]",203659481,ein
207,215832,[1528118700],000000000,ein
208,393632,[1255337440],383709476,ein
209,574625,[1316231020],272420135,ein
210,509164,"[1922318740, 1093825267, 1053322826, 1134107675, 1780692582, 1013027366, 1689783284, 1760590590, 1619082385, 1447369236, 1245349349, 1720195753, 1457361982, 1013028034, 1457462459, 1891705828, 1811006489, 1861718363, 1144239518, 1568570380, 1992810865, 1336234194, 1629187745, 1780694232, 1699884718, 1770691511]",330057155,ein
211,507818,[1568447068],943274729,ein
212,56172,[1427032291],020708006,ein
213,350462,[1942204938],201896795,ein
214,362581,[0],208296200,ein
215,691044,"[1265498539, 1487188280]",821165536,ein
216,643677,[1073608998],320108171,ein
217,587604,[1780692855],861106651,ein
218,57052,[1760770747],452640713,ein
219,751892,"[1003970260, 1902025380]",593493196,ein
220,617511,"[1679630446, 1568516086]",680412786,ein
221,79572,[0],562532593,ein
222,662255,[1942489398],201954907,ein
223,71177,[1477667525],760647511,ein
224,244813,[1043295546],330376540,ein
225,51033,"[1780198937, 1194883900, 1083950737, 1467843441, 1770629529, 1811187685, 1356546766, 1689130171, 1871837575, 1487029435, 1952846461, 1053722835, 1659578102, 1568913820, 1831383819, 1710208459, 1346469988, 1164080453, 1952924235, 1063867737, 1619272374, 1649787490, 1891102349, 1043651599, 1477840429, 1760527535, 1801212188, 1346526209, 1851050512, 1265870646, 1114431012, 1013360684, 1902039829, 1841652104, 1588193510, 1205170586, 1477873222, 1114466877, 1114301496, 1356862643, 1508114877, 1447620117, 1720420565, 1245716513, 1417520156, 1528028529, 1720229099, 1922450162, 1215273479, 1407338379, 1821118183, 1689185985, 1477095032, 1992920763, 1699005751, 1730557778, 1417384454, 1922138130, 1942430020, 1922444819, 1770968331, 1669722880, 1578219671, 1770254088, 1972943124, 1992847941, 1679143556, 1437277498, 1598194128, 1013234418, 1093010365, 1487057980, 1245569698, 1922493493, 1992906861, 1275932840, 1891146270, 1184191033, 1144418971, 1356826226, 1225675192, 1902410194, 1912447301, 1700534757, 1770642738, 1801432547, 1730636697, 1508102492, 1124464581, 1083040844, 1497821060, 1902346661, 1639765878, 1275128522, 1871945048, 1376724187, 1578848461, 1780741371, 1932234226, 1871700310, 1659701811, 1609540913, 1730780107, 1124234208, 1437392719, 1205009719, 1548635303, 1164878211, 1316208796, 1720568959, 1629265897, 1225236466, 1770731390, 1952629396, 1699096511, 1720697972, 1730436569, 1255689253, 1306244900, 1659465193, 1023488517, 1548512064, 1891112884, 1679624464, 1710454525, 1689098147, 1386848679, 1548691264, 1881203503, 1235431602, 1912217837, 1235599036, 1780142851, 1154682318, 1992296925, 1003449042, 1811669732, 1164723789, 1316165970, 1790135697, 1538226824, 1366820946, 1053616615, 1487281549, 1730430984, 1275045585, 1144810771, 1356766703, 1851735401, 1144776451, 1972013746, 1295853570, 1780019547, 1891861381, 1770755266, 1265867832, 1306201751, 1629376595, 1356487060, 1003326083, 1205392008, 1336557818, 1700288008, 1013215029, 1467826222, 1598895641, 1902055429, 1053637520, 1619500519, 1487715785, 1801015359, 1902261258, 1992187348, 1265094155, 1164540423, 1619902434, 1972138238, 1104330406, 1538317508, 1417444100, 1558649756, 1730504358, 1033429535, 1760700793, 1013351402, 1164067567, 1992073522, 1811650666, 1326149279, 1215564257, 1609261692, 1578965893, 1518196708, 1164623088, 1235481144, 1447600085, 1962839902, 1043559826, 1427116722, 1245454750, 1376566190, 1639677982, 1598368490, 1811540552, 1962823500, 1558304089, 1316452303, 1053756791, 1104268911, 1790255883, 1760711501, 1811231798, 1093012197, 1235656802, 1114390440, 1851587992, 1710236724, 1194174698, 1013459874, 1881214443, 1134633068, 1467595447, 1780739052, 1508117045, 1588924260, 1316327844, 1811409956, 1306990130, 1073861076, 1275866071, 1952597890, 1316401045, 1679065072, 1164986006, 1992885537, 1972002913, 1346685864, 1487716163, 1922199421, 1376821728, 1609152537, 1215058334, 1376052209, 1750707105, 1922126697, 1417481607, 1245563840, 1225463029]",845020669,ein
226,753941,"[1174523096, 1144331224]",134318164,ein
227,93788,[1831502830],464761388,ein
228,609664,[1336129493],954740486,ein
229,291240,"[1700278264, 1093079766]",473124603,ein
230,712494,[0],593520531,ein
231,562914,[1295204113],831389054,ein
232,774140,"[1164406021, 1043473390]",952858745,ein
233,525835,[1265433551],951903935,ein
234,165245,[1053495150],000000000,ein
235,538671,"[0, 1316966302]",680083020,ein
236,92202,[1699877480],900518679,ein
237,647457,"[1861835704, 1861533846, 1285684738, 1831357631, 1063058964, 1376726406, 1487074555, 1316344591, 1114537859, 1558753590, 1023282001]",851430172,ein
238,466517,[1841528387],330891538,ein
239,653895,[1053392639],953020135,ein
240,195911,[1760969539],831052671,ein
241,473485,[1245722883],473398040,ein
242,296796,[1689880544],000000000,ein
243,203039,[1518347426],770711051,ein
244,371061,[1962695122],260625103,ein
245,688171,[1487790937],208212094,ein
246,121663,[0],942765667,ein
247,617237,[1629400395],463344729,ein
248,539198,"[0, 1710453105, 1275009789, 1396212411, 1619444866, 1528535838, 1710453238, 1275122822, 1346717519, 1043786429, 1437628476, 1851868012, 1366919540, 1356817746, 1336616507, 1992272173, 1780151951, 1295201705, 1912473307, 1982749065, 1346717550, 1053888255, 1689140097, 1982171146, 1467597385, 1629112362, 1760958151, 1639646862, 1811463375, 1881160471, 1144797317, 1730645789, 1386110757, 1336615913, 1811463227, 1851867428, 1487120879, 1154898310, 1548607773, 1487121653, 1558838847, 1477020766, 1811463201, 1104393354, 1003383316, 1508335548, 1992261986, 1649729930, 1295291243, 1003480336, 1922572668, 1801362363, 1932676053, 1255807665, 1255807657, 1356814123, 1942776505, 1770627697, 1114061470, 1861969024, 1174099584, 1801363106, 1043787211, 1821565037]",770469725,ein
249,561219,"[0, 1639278369, 1689772592]",943281657,ein
250,79317,[1588733281],330520955,ein
251,148793,[1114411360],462906975,ein
252,757827,"[1689667636, 1962004978, 1134637861, 1851768667, 1649837907, 1689281594, 1255934295, 1689140642, 1265806079, 1891312310, 1932644259, 1831593912, 1881213874, 1972093086, 1457706236, 1043782550, 1154801140, 1558752329, 1427602101, 1215556816, 1346259611, 1316502099, 1740826601, 1922690866, 1255945200, 1689758468, 1982151825, 1972018364, 1619424959, 1023609401, 1841617784, 1740882430, 1356876833, 1467071282, 1215496880, 1790243699, 1760023584, 1851572507, 1841708047, 1437620218, 1750844304, 1548803356, 1609340835, 1952761652, 1508278326, 1184111684, 1437797347, 1295065696, 1184211526, 1184287682, 1053814681, 1992147425, 1053568402, 1689003634, 1760035976, 1912516253, 1598228389, 1447537451, 1689223646, 1619461365, 1871948133, 1679816680, 1942759220, 1942567474, 1396079562, 1699910703, 1881069664]",814758727,ein
253,306899,[1104851716],954253329,ein
254,536357,"[1598234403, 1306135918, 1073082988]",900512413,ein
255,570537,[1417009705],204681846,ein
256,438386,"[1629689138, 1285245704, 1700497229, 1740891258, 1346851854, 1083224794]",843524074,ein
257,789006,[1811008998],461775418,ein
258,253963,"[1558752683, 1588663769]",941534475,ein
259,395402,"[1689711046, 1023535523, 1598129769]",311656473,ein
260,735575,[1629313739],461462978,ein
261,799763,[1366481988],770328181,ein
262,406449,"[1972598449, 1063406551, 1972679850]",946000533,ein
263,176762,"[1295769131, 1902851009]",134341801,ein
264,88492,[1669727517],271369238,ein
265,34181,"[1558783696, 1851325906]",952226406,ein
266,70243,[1346590973],263876331,ein
267,66963,[1255478947],943012067,ein
268,210321,"[0, 1144746058, 1346763364, 1487256020, 1477889095, 1831784685, 1750613899, 1700488335, 1487104436, 1811465842, 1194361006, 1801334081]",273252423,ein
269,505126,"[1912226283, 1225565526]",474952630,ein
270,242702,[1003190356],452842916,ein
271,12443,[1962459537],770633673,ein
272,484382,"[1760756803, 1932437951, 1386156941, 1538434550, 1366715203, 1770856619, 1184866816]",330979097,ein
273,475525,[1639157100],953578293,ein
274,768963,[1770616310],954545540,ein
275,552545,[0],431815573,ein
276,734216,[1982607065],680124168,ein
277,784563,[1821182908],000000000,ein
278,554091,[1518015791],201800329,ein
279,22631,[1659889491],824011455,ein
280,493123,[1720283096],020671950,ein
281,210166,[1043268840],330420108,ein
282,654852,[1770833121],990373279,ein
283,24067,"[1588967236, 1992023634]",264753045,ein
284,795103,"[1306153960, 1215208921]",454340514,ein
285,253000,[1871657205],000000000,ein
286,590547,[1477225985],863657363,ein
287,13647,[1407193162],453252953,ein
288,329865,[1245225176],943406848,ein
289,459994,[1932533346],463122471,ein
290,792601,[1124026273],951684082,ein
